game_id,winner,placement,snake_id,snake_name,turns_survived,start_length,max_length,final_length,final_health,alive_at_end,survival_score,growth_score,performance_score
e393468c-6755-454f-96c5-8edba788b50a,,1,5dc2fe9d-1250-4a1b-866e-02cf36db2ca5,Dawg,10,3,3,3,91,0,0.8333,0.0,0.6667
036be7ca-f4b8-4824-a16f-a0c87558f66b,,1,5ac5d4f3-1175-4830-95d9-c64f700f3f1a,Dawg,10,3,3,3,91,0,0.8333,0.0,0.6667
5e74e640-67b5-4504-8d69-caaea9cbbbb0,,1,acf80a93-1326-456f-aa8e-6a9d11d440fb,Dawg,10,3,3,3,91,0,0.8333,0.0,0.6667
76000317-19fb-45ae-aa74-52af0f92fc85,,1,66d1efce-3cb6-4584-9981-3ec8aaeb99fa,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
4f5ca95d-2e3e-462a-8cc1-68611659bc60,,1,f4294ed4-5618-4230-a5b9-96c46aabc830,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
93997280-4f25-4498-b9c6-6711edc9e8e6,,1,d33a0bba-c301-4e6e-b03a-a3d59dddfc71,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
0f40a86e-7010-44fa-a369-8cdcc460afa1,,1,d5cad0af-a2a3-4678-ba59-d21a1a6dd74b,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
a3acfac1-7c9f-4d1d-93db-a525c25e798b,,1,c1b41857-185c-4496-a8a3-86a83ed6bdbd,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
a260df60-de9a-4528-9a0a-4a4d8c391a34,,1,d6779432-6af3-455d-8271-d290ed2c03eb,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
76c0afb5-d8e2-4f42-aeab-fec3cbc8bfff,,1,e2d08ed8-4688-4cff-b6fd-a113b529a0e8,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
3a459c5e-29a8-45da-b115-1878d84b384f,,1,ecbc3e69-aeea-43bb-a8ce-8505a174f546,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
b96babdd-16ed-4e6d-b187-7181126eef7c,,1,11a37933-7b13-47ea-ac44-f42578d545db,Dawg,51,3,6,6,99,0,0.9623,0.6,0.8898
d97bacdb-fcdf-4782-81b3-9da9be18f0ba,,1,6380cd65-0117-4592-bf0b-be2efb15cdcd,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
c78b8ba7-896e-430f-890e-9156fdbe976d,,1,1530e4e4-ea91-44fd-ac47-e94f04c8868e,Dawg,5,3,3,3,96,0,0.7143,0.0,0.5714
2429ed1f-ee07-4932-b4ff-0ffc78e41c78,,1,c580c95b-fc8d-4831-b274-afe5d42f47ff,Dawg,32,3,6,6,99,0,0.9412,0.6,0.8729
e2dbe0e1-3283-4219-b5b0-c8fe760d574e,,1,40fa7282-14c3-4949-b8f4-ad12d88bba78,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
b7b8f283-0a42-45a7-bbec-20ac70bcd082,,1,9e6f34fe-7736-4fed-9c60-ec47566c30b2,Dawg,5,3,3,3,96,0,0.7143,0.0,0.5714
d572b189-6df8-4e7c-a8b6-a32e0c907426,,1,945d992a-fbed-4740-b710-c363c71afbeb,Dawg,11,3,3,3,90,0,0.8462,0.0,0.6769
5d2f215c-b427-4e07-8d23-c7f551a84277,,1,7cbd0ba5-b012-4b2e-bcf9-9cbb47e4ac95,Dawg,3,3,4,4,100,0,0.6,0.2,0.52
13fb92cd-3ab0-4dbb-956c-cfab22f63b23,,1,d5439fd8-ee2a-4f2a-86ea-2cde53be7bbe,Dawg,23,3,3,3,78,0,0.92,0.0,0.736
93bb3092-21ac-4000-81c1-69149a45bb3a,,1,6f368835-04fa-4c3d-959f-7eb91cd42a00,Dawg,5,3,3,3,96,0,0.7143,0.0,0.5714
113215a8-dbf9-43f9-b967-1e5c8dc8dd38,,1,bde9f76f-7472-47fc-9920-da02c3f2744a,Dawg,17,3,5,5,100,0,0.8947,0.4,0.7958
ae2b477d-2567-4ebf-90a8-579c3c22b7e2,,1,dd0e6232-1f69-411e-a3d8-176af743156a,Dawg,3,3,4,4,100,0,0.6,0.2,0.52
46b3bea1-bae4-4c09-ada2-177f0638fd37,,1,4fa7f75c-1305-4c53-94ce-12a37c4b366b,Dawg,13,3,5,5,100,0,0.8667,0.4,0.7733
1b515e07-fc19-46cf-b1da-75db4d36ac85,,1,5ab93a8a-00c6-4ec1-a7a7-0f34eb066ed4,Dawg,5,3,3,3,96,0,0.7143,0.0,0.5714
f3275382-2a43-46fe-9a77-7676cfa4b1ed,,1,34417e79-2b77-4fd7-84d7-b772138d4370,Dawg,8,3,4,4,95,0,0.8,0.2,0.68
52dae36d-9316-48ee-89f3-1a9bdbd2a022,,1,8f8fd376-b078-46f0-99e6-ade223db19bb,Dawg,2,3,3,3,99,0,0.5,0.0,0.4
82b09d76-7ed2-4507-b5e7-9e6a9e24e8ab,,1,a13dfe67-2bd2-46c9-a6f4-e80da3f28ac9,Dawg,3,3,3,3,98,0,0.6,0.0,0.48
a1d35609-9f96-430e-ba93-62ca0666d179,,1,49f68132-313c-4715-a065-2e692a632b5b,Dawg,65,3,6,6,37,0,0.9701,0.6,0.8961
e97df959-49df-4aa4-b7a2-0368765375d2,,1,c38d1d6a-8d55-4ce9-b314-b709d0b20cb9,Dawg,3,3,3,3,98,0,0.6,0.0,0.48
c36b548a-0da5-4733-9f8b-a8969b4175d1,,1,b4660e53-8746-4d27-8278-2b8363de444c,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
06d92039-bddb-4619-9959-1b861e7bd4e7,,1,689922ee-ae18-46c2-b8a4-9467a16ffdfc,Dawg,3,3,3,3,98,0,0.6,0.0,0.48
35a7cb74-792e-493c-b24c-c63242a5e65b,,1,aca4b4df-968a-4ccb-803b-2f1df623c7ed,Dawg,4,3,3,3,97,0,0.6667,0.0,0.5333
2475699e-c5fa-43c9-a5ff-65e6be1f1fc5,,1,1a6138ee-bcb2-465c-be0f-f237a5fd9b4d,Dawg,29,3,5,5,93,0,0.9355,0.4,0.8284
1662381f-78ea-45f7-b3b8-4711c98e6ea5,,1,9733ef28-55e3-456f-831c-6b7bbeccac0b,Dawg,41,3,5,5,41,0,0.9535,0.4,0.8428
a300e524-48c1-4a5d-9368-c8126b44a1d4,,1,d73ddab0-e585-46ad-9035-c2908c49669a,Dawg,61,3,4,4,1,0,0.9683,0.2,0.8146
2711d398-8fae-412b-bd9d-801479625106,,1,bd174a59-1474-40f6-a247-b67c29948547,Dawg,100,3,3,3,1,0,0.9804,0.0,0.7843
00ef6071-82c4-4cd3-a81d-70edc022a187,,1,a16dd12d-9197-4543-a9fe-822de238acc6,Dawg,38,3,3,3,49,0,0.95,0.0,0.76
3bca83c5-ce44-4fe8-baee-d94551b239e4,,1,a11250bf-c106-4e5c-a638-f951b4e826df,Dawg,45,3,5,5,76,0,0.9574,0.4,0.846
c2d66544-6e15-4b66-85fc-3186cc5b051c,,1,4efa9af1-00c5-4cb1-a926-30003aeb61f6,Dawg,36,3,6,6,98,0,0.9474,0.6,0.8779
2808eee4-22df-435b-bd0d-1ab365ee4e04,,1,5ba3eada-112b-4ee9-908e-0e087b8e89df,Dawg,57,3,5,5,65,0,0.9661,0.4,0.8529
03a346fa-eb4e-4675-ac73-8389836fae98,,1,e7998d29-0455-47f7-a957-28269af5e430,Dawg,58,3,6,6,8,0,0.9667,0.6,0.8933
9a65eb8b-24e8-4b6e-a824-9043a247de77,,1,fa5316a8-8f18-4cb7-aa9a-339180db73e4,Dawg,58,3,7,7,27,0,0.9667,0.8,0.9333
1e795014-a5a2-43eb-864f-db03e009ca34,,1,842aaca2-52e1-46ca-8f17-fd3a01f69205,Dawg,86,3,7,7,17,0,0.9773,0.8,0.9418
9a3f2952-4240-4bb0-b50c-84371e0c7618,,1,e7f057f3-3f1f-46ec-908c-b20fe01847d8,Dawg,80,3,11,11,22,0,0.9756,1.0,0.9805
c13f454a-a5db-4a5e-8832-268c0c7f1abc,,1,280dcc35-7192-438d-83fc-f4d36910c90f,Dawg,78,3,8,8,28,0,0.975,1.0,0.98
7cad926b-d67f-479f-86f4-040c8916d45a,,1,6d11bb5c-ea06-4c1b-839a-1c4693f3be23,Dawg,54,3,4,4,27,0,0.9643,0.2,0.8114
9eee05f2-d971-4d12-b892-2faead3f3e4c,,1,1fa9608b-2584-41b3-b6f7-cef49b3d8656,Dawg,64,3,7,7,5,0,0.9697,0.8,0.9358
5041a316-f8f2-471f-89c2-4ce45a4c2d2a,,1,e572c1b8-5603-4a46-a9d9-25f89ac6c06b,Dawg,86,3,10,10,2,0,0.9773,1.0,0.9818
3ff7cfaa-59af-457b-9912-df4a1a210981,,1,68c2ef2f-24e3-42f4-8de9-024669a6406d,Dawg,56,3,5,5,25,0,0.9655,0.4,0.8524
3068f724-8082-4a79-a812-ceb9355c0e4e,,1,6d34b55e-6c39-42ab-89e1-e1f8bbd85c65,Dawg,102,3,11,11,53,0,0.9808,1.0,0.9846
5d76383c-b5ed-460b-b9f3-f655212ab30f,,1,001006dd-0fff-46ce-8490-802f3b89fdfc,Dawg,58,3,7,7,28,0,0.9667,0.8,0.9333
695ade1d-ec3d-4da4-97e1-c90da9109161,,1,cf13da9e-c397-4dd2-9e8e-3918118630fa,Dawg,78,3,8,8,3,0,0.975,1.0,0.98
da42d7af-0d30-43b7-a89b-ba41d4f45fb0,,1,42428fbc-3b0f-4f4e-bf00-1380bde8a003,Dawg,60,3,5,5,29,0,0.9677,0.4,0.8542
f2013663-9927-4306-9d4c-4fac1d908fe2,,1,49bb5f4d-f8cb-4d97-81bc-bae546f349d6,Dawg,68,3,7,7,24,0,0.9714,0.8,0.9371
97cce2ea-a57e-4145-8f13-76237e659d0d,,1,a71cd745-6c1c-4d69-a0fd-2398be61c53e,Dawg,112,3,11,11,37,0,0.9825,1.0,0.986
faeea7da-1ec9-40d7-a12b-e083be772d3f,,1,b7d5edff-16fc-42c4-8058-ba225ca8a316,Dawg,313,3,49,49,99,0,0.9937,1.0,0.9949
f57290a3-64b6-466f-afb4-5ecba1dc7597,,1,6b7a3d0a-a9de-4b93-b834-928ea2e5bb5a,Dawg,395,3,84,84,100,0,0.995,1.0,0.996
495ef664-afbc-4013-b02b-466c3d469811,,1,2d85e2f1-213c-4762-9163-a64f168503c9,Dawg,359,3,71,71,100,0,0.9945,1.0,0.9956
8fc473b5-41cc-4f35-add5-87f77aa3a616,,1,00a835df-1cd5-430e-a6fa-ddb8f47611ed,Dawg,291,3,59,59,98,0,0.9932,1.0,0.9945
6161dffd-0d89-4a6f-a965-4a962a5d22e8,,1,f8f5195e-6df7-4195-9a08-0c547e62276c,Dawg,561,3,120,120,97,0,0.9964,1.0,0.9972
6a4f2219-7171-4c22-8ab9-69ec2e1a325e,,1,76f5f56f-b670-4f2b-9973-4ea6b3ccaa32,Dawg,229,3,17,17,1,0,0.9913,1.0,0.9931
43d2fc13-8300-4d8d-88f9-a6249100aee5,,1,ca6671b4-0898-4e7a-af83-6c269ac9dc58,Dawg,533,3,114,114,99,0,0.9963,1.0,0.997
a52951dc-999e-4714-82b8-09f5c6e64a48,,1,e1bb9242-dd63-4761-b488-97efaf8324ce,Dawg,405,3,82,82,100,0,0.9951,1.0,0.9961
72052bd7-2c4a-4aae-8105-0e7de50fb22b,,1,c9ec0b7c-915f-4a6d-b0d2-769aae96a706,Dawg,379,3,78,78,97,0,0.9948,1.0,0.9958
139ec8b5-5b70-4d5e-9e70-8dc32d163e1b,,1,3fa1c6ad-d824-407d-b600-de2c4fb12ff6,Dawg,94,3,9,9,5,0,0.9792,1.0,0.9833
